Name, TimePeriod, Value
Nigeria,2006,23.85875
Nigeria,2006,12.90062
Nigeria,2007,23.92983
Nigeria,2007,13.17812
Nigeria,2007,17.56686
Nigeria,2008,13.45121
Nigeria,2008,17.85064
Nigeria,2008,24.00091
Nigeria,2009,13.71988
Nigeria,2009,24.07199
Nigeria,2009,18.12864
Nigeria,2010,24.14307
Nigeria,2010,13.98414
Nigeria,2010,18.40124
Nigeria,2011,14.24399
Nigeria,2011,24.21415
Nigeria,2011,18.66735
Nigeria,2012,18.92711
Nigeria,2012,14.49942
Nigeria,2012,24.28523
Nigeria,2013,24.35631
Nigeria,2013,19.18048
Nigeria,2013,14.75044
Nigeria,2014,24.42739
Nigeria,2014,19.42761
Nigeria,2014,14.99705
Nigeria,2015,15.23925
Nigeria,2015,24.49847
Nigeria,2015,19.66867
Nigeria,2016,19.90354
Nigeria,2016,15.47703
Nigeria,2016,24.56955
Nigeria,2017,15.7104
Nigeria,2017,24.64063
Nigeria,2017,20.13256
Niue,2000,98.23664
Niue,2001,98.23664
Niue,2002,98.23664
Niue,2003,98.23664
Niue,2004,98.23664
Niue,2005,98.12332
Niue,2006,98.01
Niue,2007,97.89668
Niue,2008,97.78336
Niue,2009,97.67004
Niue,2010,97.55672
Niue,2011,97.4434
Niue,2012,97.33008
Niue,2013,97.21675
Niue,2014,97.21675
Niue,2015,97.21675
Niue,2016,97.21675
Niue,2017,97.21675
Norway,2000,100
Norway,2001,100
Norway,2002,100
Norway,2003,100
Norway,2004,100
Norway,2005,100
Norway,2006,100
Norway,2007,99.95199
Norway,2008,99.77321
Norway,2009,99.59443
Norway,2010,99.41565
Norway,2011,99.23687
Norway,2012,99.05809
Norway,2013,98.87931
Norway,2014,98.70053
Norway,2015,98.52175
Norway,2016,98.34297
Norway,2017,98.34298
Northern Mariana Islands,2000,82.02755
Northern Mariana Islands,2001,82.20466
Northern Mariana Islands,2002,82.38177
Northern Mariana Islands,2003,82.55889
Northern Mariana Islands,2004,83.12269
Northern Mariana Islands,2005,83.68815
Northern Mariana Islands,2006,84.25527
Northern Mariana Islands,2007,84.82404
Northern Mariana Islands,2008,85.39447
Northern Mariana Islands,2009,85.96655
Northern Mariana Islands,2010,86.54029
Northern Mariana Islands,2011,87.11569
Northern Mariana Islands,2012,87.69274
Northern Mariana Islands,2013,88.27144
Northern Mariana Islands,2014,88.8518
Northern Mariana Islands,2015,89.43382
Northern Mariana Islands,2016,89.84742
Northern Mariana Islands,2017,90.2433
Pakistan,2000,37.86203
Pakistan,2000,50.59792
Pakistan,2000,31.59423
Pakistan,2001,50.48063
Pakistan,2001,37.90138
Pakistan,2001,31.65506
Pakistan,2002,37.94041
Pakistan,2002,50.36333
Pakistan,2002,31.71589
Pakistan,2003,31.77673
Pakistan,2003,50.24603
Pakistan,2003,37.97872
Pakistan,2004,31.83756
Pakistan,2004,38.0165
Pakistan,2004,50.12874
Pakistan,2005,31.89839
Pakistan,2005,49.33035
Pakistan,2005,37.82212
Pakistan,2006,48.53516
Pakistan,2006,31.95922
Pakistan,2006,37.62554
Pakistan,2007,32.02005
Pakistan,2007,37.42676
Pakistan,2007,47.74316
Pakistan,2008,32.08089
Pakistan,2008,37.22562
Pakistan,2008,46.95436
Pakistan,2009,32.14172
Pakistan,2009,37.02215
Pakistan,2009,46.16875
Pakistan,2010,32.20255
Pakistan,2010,36.81648
Pakistan,2010,45.38634
Pakistan,2011,36.60863
Pakistan,2011,32.26338
Pakistan,2011,44.60712
Pakistan,2012,32.32422
Pakistan,2012,36.39857
Pakistan,2012,43.8311
Pakistan,2013,32.38505
Pakistan,2013,43.05827
Pakistan,2013,36.1861
Pakistan,2014,42.28864
Pakistan,2014,35.97146
Pakistan,2014,32.44588
Pakistan,2015,41.5222
Pakistan,2015,32.50671
Pakistan,2015,35.75463
Pakistan,2016,32.56754
Pakistan,2016,35.53562
Pakistan,2016,40.75896
Pakistan,2017,32.62838
Pakistan,2017,39.99891
Pakistan,2017,35.31435
Paraguay,2000,49.36394
Paraguay,2000,67.627
Paraguay,2000,26.74168
Paraguay,2001,50.40427
Paraguay,2001,67.89757
Paraguay,2001,28.17078
Paraguay,2002,68.16815
Paraguay,2002,29.59987
Paraguay,2002,51.42951
Paraguay,2003,31.02896
Paraguay,2003,52.34392
Paraguay,2003,68.43873
Paraguay,2004,32.45805
Paraguay,2004,53.23183
Paraguay,2004,68.7093
Paraguay,2005,33.88714
Paraguay,2005,54.11214
Paraguay,2005,68.97988
Paraguay,2006,35.31623
Paraguay,2006,54.98451
Paraguay,2006,69.25046
Paraguay,2007,69.52103
Paraguay,2007,55.84898
Paraguay,2007,36.74533
Paraguay,2008,38.17442
Paraguay,2008,56.70589
Paraguay,2008,69.79161
Paraguay,2009,39.60351
Paraguay,2009,57.55494
Paraguay,2009,70.06219
Paraguay,2010,41.0326
Paraguay,2010,58.39617
Paraguay,2010,70.33277
Paraguay,2011,42.46169
Paraguay,2011,59.22961
Paraguay,2011,70.60334
Paraguay,2012,70.87392
Paraguay,2012,43.89079
Paraguay,2012,60.05557
Paraguay,2013,71.1445
Paraguay,2013,45.31988
Paraguay,2013,60.86552
Paraguay,2014,46.74897
Paraguay,2014,61.66555
Paraguay,2014,71.41507
Paraguay,2015,71.68565
Paraguay,2015,62.45892
Paraguay,2015,48.17806
Paraguay,2016,71.95623
Paraguay,2016,49.60715
Paraguay,2016,63.2459
Paraguay,2017,72.20648
Paraguay,2017,50.72869
Paraguay,2017,63.89457
Peru,2000,14.04684
Peru,2000,56.51913
Peru,2000,45.06945
Peru,2001,45.44669
Peru,2001,14.44118
Peru,2001,56.65542
Peru,2002,45.82017
Peru,2002,14.83552
Peru,2002,56.79171
Peru,2003,56.928
Peru,2003,46.19032
Peru,2003,15.22987
Peru,2004,15.62421
Peru,2004,46.55674
Peru,2004,57.06429
Peru,2005,57.20059
Peru,2005,16.01855
Peru,2005,46.91908
Peru,2006,47.27817
Peru,2006,16.41289
Peru,2006,57.33688
Peru,2007,16.80724
Peru,2007,47.63323
Peru,2007,57.47317
Peru,2008,17.20158
Peru,2008,47.93258
Peru,2008,57.60946
Peru,2009,17.59592
Peru,2009,48.20655
Peru,2009,57.74575
Peru,2010,17.99026
Peru,2010,48.47955
Peru,2010,57.88204
Peru,2011,18.38461
Peru,2011,48.75078
Peru,2011,58.01833
Peru,2012,58.15462
Peru,2012,49.02104
Peru,2012,18.77895
Peru,2013,19.17329
Peru,2013,49.28956
Peru,2013,58.29092
Peru,2014,19.56763
Peru,2014,58.42721
Peru,2014,49.55673
Peru,2015,49.82296
Peru,2015,58.5635
Peru,2015,19.96198
Peru,2016,20.35632
Peru,2016,50.08746
Peru,2016,58.69979
Peru,2017,50.35065
Peru,2017,58.83608
Peru,2017,20.75066
Philippines,2000,21.42172
Philippines,2000,36.01599
Philippines,2000,53.05556
Philippines,2001,21.56328
Philippines,2001,36.10611
Philippines,2001,53.1438
Philippines,2002,23.81116
Philippines,2002,38.2178
Philippines,2002,55.15379
Philippines,2003,26.08651
Philippines,2003,40.34769
Philippines,2003,57.17015
Philippines,2004,59.19289
Philippines,2004,28.38934
Philippines,2004,42.49583
Philippines,2005,30.71965
Philippines,2005,44.22925
Philippines,2005,60.27467
Philippines,2006,31.48269
Philippines,2006,44.66439
Philippines,2006,60.3741
Philippines,2007,31.68281
Philippines,2007,44.7941
Philippines,2007,60.47352
Philippines,2008,44.92397
Philippines,2008,60.57294
Philippines,2008,31.88293
Philippines,2009,32.08305
Philippines,2009,45.05431
Philippines,2009,60.67237
Philippines,2010,60.77179
Philippines,2010,45.19763
Philippines,2010,32.28317
Philippines,2011,60.87121
Philippines,2011,32.48329
Philippines,2011,45.40604
Philippines,2012,32.68341
Philippines,2012,60.97064
Philippines,2012,45.61407
Philippines,2013,32.88353
Philippines,2013,45.82199
Philippines,2013,61.07006
Philippines,2014,61.16948
Philippines,2014,46.02925
Philippines,2014,33.08365
Philippines,2015,33.28377
Philippines,2015,61.26891
Philippines,2015,46.23641
Philippines,2016,33.48389
Philippines,2016,46.44319
Philippines,2016,61.36833
Philippines,2017,33.68401
Philippines,2017,61.46776
Philippines,2017,46.65402
Poland,2005,94.03376
Poland,2006,94.23041
Poland,2007,94.42784
Poland,2008,94.62604
Poland,2009,94.82521
Poland,2010,95.34973
Poland,2011,95.87903
Poland,2012,96.41226
Poland,2013,96.95062
Poland,2014,97.49403
Poland,2015,98.04259
Poland,2016,98.59683
Poland,2017,99.15607
Portugal,2000,93.44076
Portugal,2001,93.57578
Portugal,2002,93.7098
Portugal,2003,93.8441
Portugal,2004,93.9787
Portugal,2005,94.11335
Portugal,2006,94.24834
Portugal,2007,94.3835
Portugal,2008,94.51888
Portugal,2009,94.6543
Portugal,2010,94.78994
Portugal,2011,94.92573
Portugal,2012,95.06162
Portugal,2013,95.17123
Portugal,2014,95.2378
Portugal,2015,95.27341
Portugal,2016,95.30865
Portugal,2017,95.31191
Puerto Rico,2000,75.01363
Puerto Rico,2001,75.01657
Puerto Rico,2002,75.0195
Puerto Rico,2003,75.02244
Puerto Rico,2004,75.02538
Puerto Rico,2005,75.02832
Puerto Rico,2006,75.03126
Puerto Rico,2007,75.0342
Puerto Rico,2008,75.03714
Puerto Rico,2009,77.6755
Puerto Rico,2010,80.31406
Puerto Rico,2011,82.95283
Puerto Rico,2012,85.59181
Puerto Rico,2013,88.23099
Puerto Rico,2014,90.87038
Puerto Rico,2015,93.50998
Puerto Rico,2016,94.08644
Puerto Rico,2017,94.08497
Qatar,2000,96.6
Qatar,2001,96.6
Qatar,2002,96.6
Qatar,2003,96.6
Qatar,2004,96.6
Qatar,2005,96.6
Qatar,2006,96.6
Qatar,2007,96.6
Qatar,2008,96.6
Qatar,2009,96.6
Qatar,2010,96.6
Qatar,2011,96.5404
Qatar,2012,96.4808
Qatar,2013,96.42119
Qatar,2014,96.36159
Qatar,2015,96.30199
Qatar,2016,96.24239
Qatar,2017,96.18279
Réunion,2000,95.7806
Réunion,2001,95.7806
Réunion,2002,95.7806
Réunion,2003,95.7806
Réunion,2004,95.7806
Réunion,2005,95.7806
Réunion,2006,95.81848
Réunion,2007,95.85637
Réunion,2008,95.89425
Réunion,2009,95.93213
Réunion,2010,95.97002
Réunion,2011,96.0079
Réunion,2012,96.04578
Réunion,2013,96.08367
Réunion,2014,96.12155
Réunion,2015,96.15943
Réunion,2016,96.17923
Réunion,2017,96.17923
Romania,2000,81.65202
Romania,2001,81.609
Romania,2002,81.58862
Romania,2003,81.62598
Romania,2004,81.66306
Romania,2005,81.70014
Romania,2006,81.73721
Romania,2007,81.77429
Romania,2008,81.81137
Romania,2009,81.84845
Romania,2010,81.88552
Romania,2011,81.9226
Romania,2012,81.92656
Romania,2013,81.91609
Romania,2014,81.90562
Romania,2015,81.90194
Romania,2016,81.90562
Romania,2017,81.91581
Russian Federation,2000,74.56915
Russian Federation,2001,74.56792
Russian Federation,2002,74.64227
Russian Federation,2003,74.72782
Russian Federation,2004,74.81706
Russian Federation,2005,74.90604
Russian Federation,2006,74.99474
Russian Federation,2007,75.08317
Russian Federation,2008,75.17134
Russian Federation,2009,75.25894
Russian Federation,2010,75.34657
Russian Federation,2011,75.43392
Russian Federation,2012,75.52485
Russian Federation,2013,75.61897
Russian Federation,2014,75.71668
Russian Federation,2015,75.81733
Russian Federation,2016,75.92105
Russian Federation,2017,76.02773
Rwanda,2000,24.37536
Rwanda,2001,25.41623
Rwanda,2002,26.46724
Rwanda,2003,27.5284
Rwanda,2004,28.59969
Rwanda,2005,29.68112
Rwanda,2006,30.77268
Rwanda,2007,31.87439
Rwanda,2008,32.98623
Rwanda,2009,34.10821
Rwanda,2010,35.24033
Rwanda,2011,36.38259
Rwanda,2012,37.53499
Rwanda,2013,38.69752
Rwanda,2014,39.87019
Rwanda,2015,41.053
Rwanda,2016,42.24595
Rwanda,2017,43.44904
Saint Helena,2002,88.6894
Saint Helena,2003,88.6894
Saint Helena,2004,88.6894
Saint Helena,2005,88.6894
Saint Helena,2006,88.6894
Saint Helena,2007,88.73442
Saint Helena,2008,88.77944
Saint Helena,2009,88.82446
Saint Helena,2010,88.86948
Saint Helena,2011,88.9145
Saint Helena,2012,88.95952
Saint Helena,2013,89.00454
Saint Helena,2014,89.04956
Saint Helena,2015,89.09458
Saint Helena,2016,89.1396
Saint Helena,2017,89.18462
Saint Pierre and Miquelon,2007,83.1283
Saint Pierre and Miquelon,2008,83.1283
Saint Pierre and Miquelon,2009,83.1283
Saint Pierre and Miquelon,2010,83.1283
Saint Pierre and Miquelon,2011,83.1283
Saint Pierre and Miquelon,2012,83.1283
Saint Pierre and Miquelon,2013,83.1283
Saint Pierre and Miquelon,2014,83.1283
Saint Pierre and Miquelon,2015,83.1283
Saint Pierre and Miquelon,2016,83.1283
Saint Pierre and Miquelon,2017,83.1283
San Marino,2000,100
San Marino,2001,100
San Marino,2002,100
San Marino,2003,100
San Marino,2004,100
San Marino,2005,100
San Marino,2006,100
San Marino,2007,100
San Marino,2008,100
San Marino,2009,100
San Marino,2010,100
San Marino,2011,100
San Marino,2012,100
San Marino,2013,100
San Marino,2014,100
San Marino,2015,100
San Marino,2016,100
San Marino,2017,100
Serbia,2000,66.58347
Serbia,2000,81.57383
Serbia,2000,74.49373
Serbia,2001,66.5697
Serbia,2001,81.55788
Serbia,2001,74.51224
Serbia,2002,66.55593
Serbia,2002,74.53073
Serbia,2002,81.54193
Serbia,2003,66.54216
Serbia,2003,81.52598
Serbia,2003,74.54906
Serbia,2004,74.56769
Serbia,2004,81.51003
Serbia,2004,66.52839
Serbia,2005,81.49408
Serbia,2005,74.586
Serbia,2005,66.51462
Serbia,2006,66.50085
Serbia,2006,74.60431
Serbia,2006,81.47812
Serbia,2007,81.46217
Serbia,2007,74.62275
Serbia,2007,66.48709
Serbia,2008,74.64104
Serbia,2008,66.47332
Serbia,2008,81.44622
Serbia,2009,66.45955
Serbia,2009,81.43027
Serbia,2009,74.65931
Serbia,2010,74.67743
Serbia,2010,66.44578
Serbia,2010,81.41432
Serbia,2011,81.39837
Serbia,2011,74.69569
Serbia,2011,66.43201
Serbia,2012,74.70181
Serbia,2012,66.41824
Serbia,2012,81.38242
Serbia,2013,81.36647
Serbia,2013,74.70374
Serbia,2013,66.40447
Serbia,2014,66.3907
Serbia,2014,74.70582
Serbia,2014,81.35052
Serbia,2015,81.33457
Serbia,2015,74.70774
Serbia,2015,66.37693
Serbia,2016,81.31862
Serbia,2016,74.7098
Serbia,2016,66.36316
Serbia,2017,66.36316
Serbia,2017,74.72954
Serbia,2017,81.31862
Sierra Leone,2000,10.55597
Sierra Leone,2000,4.7389
Sierra Leone,2000,1.5196
Sierra Leone,2001,4.89143
Sierra Leone,2001,1.67194
Sierra Leone,2001,10.64813
Sierra Leone,2002,10.74029
Sierra Leone,2002,5.11888
Sierra Leone,2002,1.94186
Sierra Leone,2003,5.35806
Sierra Leone,2003,2.23141
Sierra Leone,2003,10.83244
Sierra Leone,2004,2.54061
Sierra Leone,2004,10.9246
Sierra Leone,2004,5.60881
Sierra Leone,2005,11.01676
Sierra Leone,2005,5.87735
Sierra Leone,2005,2.86944
Sierra Leone,2006,6.16149
Sierra Leone,2006,3.21791
Sierra Leone,2006,11.10891
Sierra Leone,2007,3.58602
Sierra Leone,2007,11.20107
Sierra Leone,2007,6.45606
Sierra Leone,2008,3.97377
Sierra Leone,2008,11.29323
Sierra Leone,2008,6.7608
Sierra Leone,2009,7.0754
Sierra Leone,2009,4.38115
Sierra Leone,2009,11.38539
Sierra Leone,2010,7.39962
Sierra Leone,2010,4.80817
Sierra Leone,2010,11.47754
Sierra Leone,2011,5.25483
Sierra Leone,2011,11.5697
Sierra Leone,2011,7.73329
Sierra Leone,2012,8.07615
Sierra Leone,2012,5.72113
Sierra Leone,2012,11.66186
Sierra Leone,2013,6.20706
Sierra Leone,2013,11.75401
Sierra Leone,2013,8.42784
Sierra Leone,2014,11.84617
Sierra Leone,2014,8.78822
Sierra Leone,2014,6.71263
Sierra Leone,2015,7.23784
Sierra Leone,2015,11.93833
Sierra Leone,2015,9.157
Sierra Leone,2016,9.53397
Sierra Leone,2016,7.78269
Sierra Leone,2016,12.03048
Sierra Leone,2017,8.34717
Sierra Leone,2017,9.91913
Sierra Leone,2017,12.12264
Singapore,2000,100
Singapore,2000,100
Singapore,2001,100
Singapore,2001,100
Singapore,2002,100
Singapore,2002,100
Singapore,2003,100
Singapore,2003,100
Singapore,2004,100
Singapore,2004,100
Singapore,2005,100
Singapore,2005,100
Singapore,2006,100
Singapore,2006,100
Singapore,2007,100
Singapore,2007,100
Singapore,2008,100
Singapore,2008,100
Singapore,2009,100
Singapore,2009,100
Singapore,2010,100
Singapore,2010,100
Singapore,2011,100
Singapore,2011,100
Singapore,2012,100
Singapore,2012,100
Singapore,2013,100
Singapore,2013,100
Singapore,2014,100
Singapore,2014,100
Singapore,2015,100
Singapore,2015,100
Singapore,2016,100
Singapore,2016,100
Singapore,2017,100
Singapore,2017,100
Slovakia,2000,92.17965
Slovakia,2001,92.17799
Slovakia,2002,92.81333
Slovakia,2003,93.44967
Slovakia,2004,94.08702
Slovakia,2005,94.72538
Slovakia,2006,95.36474
Slovakia,2007,96.00511
Slovakia,2008,96.64649
Slovakia,2009,97.28888
Slovakia,2010,97.93309
Slovakia,2011,98.57904
Slovakia,2012,99.12453
Slovakia,2013,99.26785
Slovakia,2014,99.41117
Slovakia,2015,99.5545
Slovakia,2016,99.69782
Slovakia,2017,99.78773
Slovenia,2000,79.79192
Slovenia,2001,79.78687
Slovenia,2002,79.78198
Slovenia,2003,81.07258
Slovenia,2004,82.36299
Slovenia,2005,83.65321
Slovenia,2006,84.94323
Slovenia,2007,86.23306
Slovenia,2008,87.52269
Slovenia,2009,88.81211
Slovenia,2010,90.10134
Slovenia,2011,91.39036
Slovenia,2012,92.67918
Slovenia,2013,93.96778
Slovenia,2014,95.25618
Slovenia,2015,96.55093
Slovenia,2016,97.84574
Slovenia,2017,98.05297
South Africa,2000,90.14125
South Africa,2001,90.16978
South Africa,2002,90.22399
South Africa,2003,90.27823
South Africa,2004,90.33248
South Africa,2005,90.38674
South Africa,2006,90.3083
South Africa,2007,89.5445
South Africa,2008,88.78021
South Africa,2009,88.01541
South Africa,2010,87.25011
South Africa,2011,86.48431
South Africa,2012,85.71801
South Africa,2013,84.95121
South Africa,2014,84.18391
South Africa,2015,83.41611
South Africa,2016,82.64781
South Africa,2017,81.87901
Spain,2000,98.83858
Spain,2001,98.81949
Spain,2002,98.80041
Spain,2003,98.78132
Spain,2004,98.76223
Spain,2005,98.74315
Spain,2006,98.72406
Spain,2007,98.70497
Spain,2008,98.68589
Spain,2009,98.6668
Spain,2010,98.64772
Spain,2011,98.62863
Spain,2012,98.59591
Spain,2013,98.54771
Spain,2014,98.49935
Spain,2015,98.48007
Spain,2016,98.46078
Spain,2017,98.44149
Sub-Saharan Africa (inc. Sudan),2000,42.71552
Sub-Saharan Africa (inc. Sudan),2000,18.17045
Sub-Saharan Africa (inc. Sudan),2000,6.90393
Sub-Saharan Africa (inc. Sudan),2001,42.80235
Sub-Saharan Africa (inc. Sudan),2001,18.44102
Sub-Saharan Africa (inc. Sudan),2001,7.0382
Sub-Saharan Africa (inc. Sudan),2002,43.06274
Sub-Saharan Africa (inc. Sudan),2002,18.79858
Sub-Saharan Africa (inc. Sudan),2002,7.21128
Sub-Saharan Africa (inc. Sudan),2003,43.30522
Sub-Saharan Africa (inc. Sudan),2003,7.38992
Sub-Saharan Africa (inc. Sudan),2003,19.15628
Sub-Saharan Africa (inc. Sudan),2004,43.65777
Sub-Saharan Africa (inc. Sudan),2004,19.56473
Sub-Saharan Africa (inc. Sudan),2004,7.58664
Sub-Saharan Africa (inc. Sudan),2005,44.07354
Sub-Saharan Africa (inc. Sudan),2005,20.02861
Sub-Saharan Africa (inc. Sudan),2005,7.8268
Sub-Saharan Africa (inc. Sudan),2006,44.52927
Sub-Saharan Africa (inc. Sudan),2006,20.53547
Sub-Saharan Africa (inc. Sudan),2006,8.11215
Sub-Saharan Africa (inc. Sudan),2007,21.0444
Sub-Saharan Africa (inc. Sudan),2007,8.41603
Sub-Saharan Africa (inc. Sudan),2007,44.99613
Sub-Saharan Africa (inc. Sudan),2008,8.74131
Sub-Saharan Africa (inc. Sudan),2008,45.46984
Sub-Saharan Africa (inc. Sudan),2008,21.603
Sub-Saharan Africa (inc. Sudan),2009,45.96718
Sub-Saharan Africa (inc. Sudan),2009,22.18264
Sub-Saharan Africa (inc. Sudan),2009,9.08101
Sub-Saharan Africa (inc. Sudan),2010,46.49247
Sub-Saharan Africa (inc. Sudan),2010,9.43582
Sub-Saharan Africa (inc. Sudan),2010,22.78708
Sub-Saharan Africa (inc. Sudan),2011,46.81367
Sub-Saharan Africa (inc. Sudan),2011,23.2512
Sub-Saharan Africa (inc. Sudan),2011,9.68026
Sub-Saharan Africa (inc. Sudan),2012,47.3848
Sub-Saharan Africa (inc. Sudan),2012,10.05936
Sub-Saharan Africa (inc. Sudan),2012,23.88951
Sub-Saharan Africa (inc. Sudan),2013,47.97828
Sub-Saharan Africa (inc. Sudan),2013,24.54821
Sub-Saharan Africa (inc. Sudan),2013,10.45376
Sub-Saharan Africa (inc. Sudan),2014,48.5887
Sub-Saharan Africa (inc. Sudan),2014,25.2256
Sub-Saharan Africa (inc. Sudan),2014,10.86203
Sub-Saharan Africa (inc. Sudan),2015,49.20663
Sub-Saharan Africa (inc. Sudan),2015,25.9173
Sub-Saharan Africa (inc. Sudan),2015,11.28321
Sub-Saharan Africa (inc. Sudan),2016,49.8192
Sub-Saharan Africa (inc. Sudan),2016,26.6178
Sub-Saharan Africa (inc. Sudan),2016,11.71723
Sub-Saharan Africa (inc. Sudan),2017,12.17659
Sub-Saharan Africa (inc. Sudan),2017,50.50941
Sub-Saharan Africa (inc. Sudan),2017,27.36742
Eswatini,2000,67.34407
Eswatini,2001,68.8517
Eswatini,2002,70.37295
Eswatini,2003,71.90782
Eswatini,2004,73.45632
Eswatini,2005,75.01844
Eswatini,2006,76.59418
Eswatini,2007,78.18355
Eswatini,2008,79.78654
Eswatini,2009,81.40315
Eswatini,2010,83.03338
Eswatini,2011,84.67724
Eswatini,2012,86.33472
Eswatini,2013,87.21615
Eswatini,2014,87.72735
Eswatini,2015,88.23856
Eswatini,2016,88.74977
Eswatini,2017,88.74977
Sweden,2000,99.94
Sweden,2001,99.94
Sweden,2002,99.94
Sweden,2003,99.94
Sweden,2004,99.94
Sweden,2005,99.94
Sweden,2006,99.94
Sweden,2007,99.94
Sweden,2008,99.94
Sweden,2009,99.94
Sweden,2010,99.94
Sweden,2011,99.94
Sweden,2012,99.94
Sweden,2013,99.94
Sweden,2014,99.94
Sweden,2015,99.94
Sweden,2016,99.94
Sweden,2017,99.94
Switzerland,2000,92.82433
Switzerland,2001,92.82432
Switzerland,2002,92.82432
Switzerland,2003,92.82432
Switzerland,2004,93.06351
Switzerland,2005,93.3027
Switzerland,2006,93.54189
Switzerland,2007,93.78108
Switzerland,2008,94.02027
Switzerland,2009,94.25946
Switzerland,2010,94.49865
Switzerland,2011,94.73784
Switzerland,2012,94.97703
Switzerland,2013,95.21622
Switzerland,2014,95.45541
Switzerland,2015,95.4554
Switzerland,2016,95.45541
Switzerland,2017,95.45541
Tajikistan,2000,35.24668
Tajikistan,2001,36.43212
Tajikistan,2002,37.65243
Tajikistan,2003,38.9076
Tajikistan,2004,40.19708
Tajikistan,2005,41.52198
Tajikistan,2006,42.88173
Tajikistan,2007,44.27634
Tajikistan,2008,45.24455
Tajikistan,2009,45.65298
Tajikistan,2010,46.02968
Tajikistan,2011,46.37447
Tajikistan,2012,46.69177
Tajikistan,2013,46.98115
Tajikistan,2014,47.24315
Tajikistan,2015,47.47783
Tajikistan,2016,47.68568
Tajikistan,2017,47.86705
Tunisia,2000,40.92445
Tunisia,2001,45.30992
Tunisia,2002,49.73199
Tunisia,2003,54.19005
Tunisia,2004,58.6819
Tunisia,2005,63.2012
Tunisia,2006,67.75428
Tunisia,2007,72.34045
Tunisia,2008,76.95932
Tunisia,2009,81.61039
Tunisia,2010,86.29307
Tunisia,2011,90.85251
Tunisia,2012,91.21785
Tunisia,2013,91.57965
Tunisia,2014,91.87399
Tunisia,2015,92.13805
Tunisia,2016,92.39927
Tunisia,2017,92.65752
Turkmenistan,2000,50.24135
Turkmenistan,2000,84.44909
Turkmenistan,2000,65.94715
Turkmenistan,2001,84.49462
Turkmenistan,2001,67.19485
Turkmenistan,2001,52.37652
Turkmenistan,2002,84.54015
Turkmenistan,2002,54.554
Turkmenistan,2002,68.45618
Turkmenistan,2003,56.77379
Turkmenistan,2003,69.73052
Turkmenistan,2003,84.58568
Turkmenistan,2004,59.0359
Turkmenistan,2004,71.01758
Turkmenistan,2004,84.63122
Turkmenistan,2005,61.34031
Turkmenistan,2005,85.89014
Turkmenistan,2005,72.89149
Turkmenistan,2006,74.78707
Turkmenistan,2006,63.68703
Turkmenistan,2006,87.15037
Turkmenistan,2007,88.4119
Turkmenistan,2007,76.70368
Turkmenistan,2007,66.07607
Turkmenistan,2008,78.63979
Turkmenistan,2008,68.50742
Turkmenistan,2008,89.67474
Turkmenistan,2009,80.59515
Turkmenistan,2009,70.98107
Turkmenistan,2009,90.93888
Turkmenistan,2010,73.49704
Turkmenistan,2010,92.20151
Turkmenistan,2010,82.56703
Turkmenistan,2011,93.44963
Turkmenistan,2011,84.5481
Turkmenistan,2011,76.05532
Turkmenistan,2012,86.54489
Turkmenistan,2012,78.65591
Turkmenistan,2012,94.69856
Turkmenistan,2013,81.29882
Turkmenistan,2013,95.95711
Turkmenistan,2013,88.56068
Turkmenistan,2014,83.98403
Turkmenistan,2014,90.23609
Turkmenistan,2014,96.50794
Turkmenistan,2015,96.65162
Turkmenistan,2015,91.7131
Turkmenistan,2015,86.71156
Turkmenistan,2016,89.10392
Turkmenistan,2016,93.0056
Turkmenistan,2016,96.79529
Turkmenistan,2017,90.72574
Turkmenistan,2017,93.90399
Turkmenistan,2017,96.93897
Tuvalu,2001,49.16
Tuvalu,2002,49.16
Tuvalu,2003,49.16
Tuvalu,2004,49.16
Tuvalu,2005,49.16
Tuvalu,2006,49.23
Tuvalu,2007,49.3
Tuvalu,2008,49.37
Tuvalu,2009,49.44
Tuvalu,2010,49.51
Tuvalu,2011,49.58
Tuvalu,2012,49.65
Tuvalu,2013,49.72
Tuvalu,2014,49.79
Tuvalu,2015,49.79
Tuvalu,2016,49.79
Tuvalu,2017,49.79
Uganda,2000,1.13331
Uganda,2000,25.75991
Uganda,2000,4.7746
Uganda,2001,1.28316
Uganda,2001,25.18094
Uganda,2001,4.91586
Uganda,2002,1.43872
Uganda,2002,24.6004
Uganda,2002,5.05796
Uganda,2003,1.59999
Uganda,2003,24.01829
Uganda,2003,5.20059
Uganda,2004,23.43463
Uganda,2004,5.34364
Uganda,2004,1.76696
Uganda,2005,5.48593
Uganda,2005,1.93963
Uganda,2005,22.84939
Uganda,2006,2.11802
Uganda,2006,5.62821
Uganda,2006,22.26259
Uganda,2007,2.3021
Uganda,2007,5.76952
Uganda,2007,21.67423
Uganda,2008,2.4919
Uganda,2008,5.90992
Uganda,2008,21.0843
Uganda,2009,6.0487
Uganda,2009,2.68739
Uganda,2009,20.4928
Uganda,2010,19.89974
Uganda,2010,6.18587
Uganda,2010,2.8886
Uganda,2011,19.30512
Uganda,2011,6.3209
Uganda,2011,3.09551
Uganda,2012,18.70892
Uganda,2012,3.30812
Uganda,2012,6.45358
Uganda,2013,6.58311
Uganda,2013,3.52644
Uganda,2013,18.11117
Uganda,2014,3.75047
Uganda,2014,6.70972
Uganda,2014,17.51185
Uganda,2015,16.91096
Uganda,2015,6.83273
